stage,set,balanced_prec,long_prec,short_prec,coverage,n_long,n_short,exp_pnl_long,exp_pnl_short,p_low_pct,p_high_pct,lt_low,st_low,lt_mid,st_mid,lt_high,st_high
C,val,0.3571,0.6384,0.1695,0.6696,318,584,-0.00127,-0.02237,33,67,0.51,0.47,0.51,0.48,0.51,0.48
C,val,0.3568,0.6384,0.1691,0.6927,318,615,-0.00127,-0.02239,33,67,0.51,0.47,0.51,0.48,0.51,0.49
C,val,0.3592,0.6384,0.1732,0.712,318,641,-0.00127,-0.02221,33,67,0.51,0.47,0.51,0.48,0.51,0.5
C,val,0.3535,0.6409,0.1618,0.6295,298,550,-0.00116,-0.02272,33,67,0.51,0.47,0.51,0.48,0.52,0.46
C,val,0.3553,0.6409,0.1649,0.6399,298,564,-0.00116,-0.02258,33,67,0.51,0.47,0.51,0.48,0.52,0.47
C,val,0.3581,0.6409,0.1695,0.6548,298,584,-0.00116,-0.02237,33,67,0.51,0.47,0.51,0.48,0.52,0.48
C,val,0.3578,0.6409,0.1691,0.6778,298,615,-0.00116,-0.02239,33,67,0.51,0.47,0.51,0.48,0.52,0.49
C,val,0.3603,0.6409,0.1732,0.6971,298,641,-0.00116,-0.02221,33,67,0.51,0.47,0.51,0.48,0.52,0.5
C,val,0.3549,0.6446,0.1618,0.6214,287,550,-0.00099,-0.02272,33,67,0.51,0.47,0.51,0.48,0.53,0.46
C,val,0.3568,0.6446,0.1649,0.6318,287,564,-0.00099,-0.02258,33,67,0.51,0.47,0.51,0.48,0.53,0.47
C,val,0.3596,0.6446,0.1695,0.6466,287,584,-0.00099,-0.02237,33,67,0.51,0.47,0.51,0.48,0.53,0.48
C,val,0.3593,0.6446,0.1691,0.6696,287,615,-0.00099,-0.02239,33,67,0.51,0.47,0.51,0.48,0.53,0.49
C,val,0.3617,0.6446,0.1732,0.6889,287,641,-0.00099,-0.02221,33,67,0.51,0.47,0.51,0.48,0.53,0.5
C,val,0.3595,0.6559,0.1618,0.6154,279,550,-0.00048,-0.02272,33,67,0.51,0.47,0.51,0.48,0.54,0.46
C,val,0.3613,0.6559,0.1649,0.6258,279,564,-0.00048,-0.02258,33,67,0.51,0.47,0.51,0.48,0.54,0.47
C,val,0.3641,0.6559,0.1695,0.6407,279,584,-0.00048,-0.02237,33,67,0.51,0.47,0.51,0.48,0.54,0.48
C,val,0.3638,0.6559,0.1691,0.6637,279,615,-0.00048,-0.02239,33,67,0.51,0.47,0.51,0.48,0.54,0.49
C,val,0.3663,0.6559,0.1732,0.683,279,641,-0.00048,-0.02221,33,67,0.51,0.47,0.51,0.48,0.54,0.5
C,val,0.3513,0.6416,0.1578,0.6897,346,583,-0.00113,-0.0229,33,67,0.51,0.47,0.51,0.49,0.5,0.46
C,val,0.3531,0.6416,0.1608,0.7001,346,597,-0.00113,-0.02276,33,67,0.51,0.47,0.51,0.49,0.5,0.47
C,val,0.3558,0.6416,0.1653,0.7149,346,617,-0.00113,-0.02256,33,67,0.51,0.47,0.51,0.49,0.5,0.48
C,val,0.3557,0.6416,0.1651,0.7379,346,648,-0.00113,-0.02257,33,67,0.51,0.47,0.51,0.49,0.5,0.49
C,val,0.35,0.6384,0.1578,0.6689,318,583,-0.00127,-0.0229,33,67,0.51,0.47,0.51,0.49,0.51,0.46
C,val,0.3518,0.6384,0.1608,0.6793,318,597,-0.00127,-0.02276,33,67,0.51,0.47,0.51,0.49,0.51,0.47
C,val,0.3545,0.6384,0.1653,0.6941,318,617,-0.00127,-0.02256,33,67,0.51,0.47,0.51,0.49,0.51,0.48
C,val,0.3544,0.6384,0.1651,0.7171,318,648,-0.00127,-0.02257,33,67,0.51,0.47,0.51,0.49,0.51,0.49
C,val,0.3568,0.6384,0.1691,0.7365,318,674,-0.00127,-0.02239,33,67,0.51,0.47,0.51,0.49,0.51,0.5
C,val,0.3511,0.6409,0.1578,0.654,298,583,-0.00116,-0.0229,33,67,0.51,0.47,0.51,0.49,0.52,0.46
C,val,0.3529,0.6409,0.1608,0.6644,298,597,-0.00116,-0.02276,33,67,0.51,0.47,0.51,0.49,0.52,0.47
C,val,0.3556,0.6409,0.1653,0.6793,298,617,-0.00116,-0.02256,33,67,0.51,0.47,0.51,0.49,0.52,0.48
C,val,0.3554,0.6409,0.1651,0.7023,298,648,-0.00116,-0.02257,33,67,0.51,0.47,0.51,0.49,0.52,0.49
C,val,0.3579,0.6409,0.1691,0.7216,298,674,-0.00116,-0.02239,33,67,0.51,0.47,0.51,0.49,0.52,0.5
C,val,0.3525,0.6446,0.1578,0.6459,287,583,-0.00099,-0.0229,33,67,0.51,0.47,0.51,0.49,0.53,0.46
C,val,0.3543,0.6446,0.1608,0.6563,287,597,-0.00099,-0.02276,33,67,0.51,0.47,0.51,0.49,0.53,0.47
C,val,0.357,0.6446,0.1653,0.6711,287,617,-0.00099,-0.02256,33,67,0.51,0.47,0.51,0.49,0.53,0.48
C,val,0.3569,0.6446,0.1651,0.6941,287,648,-0.00099,-0.02257,33,67,0.51,0.47,0.51,0.49,0.53,0.49
C,val,0.3593,0.6446,0.1691,0.7134,287,674,-0.00099,-0.02239,33,67,0.51,0.47,0.51,0.49,0.53,0.5
C,val,0.357,0.6559,0.1578,0.6399,279,583,-0.00048,-0.0229,33,67,0.51,0.47,0.51,0.49,0.54,0.46
C,val,0.3588,0.6559,0.1608,0.6503,279,597,-0.00048,-0.02276,33,67,0.51,0.47,0.51,0.49,0.54,0.47
C,val,0.3616,0.6559,0.1653,0.6652,279,617,-0.00048,-0.02256,33,67,0.51,0.47,0.51,0.49,0.54,0.48
C,val,0.3614,0.6559,0.1651,0.6882,279,648,-0.00048,-0.02257,33,67,0.51,0.47,0.51,0.49,0.54,0.49
C,val,0.3638,0.6559,0.1691,0.7075,279,674,-0.00048,-0.02239,33,67,0.51,0.47,0.51,0.49,0.54,0.5
C,val,0.3528,0.6416,0.1603,0.7201,346,624,-0.00113,-0.02279,33,67,0.51,0.47,0.51,0.5,0.5,0.46
C,val,0.3545,0.6416,0.163,0.7305,346,638,-0.00113,-0.02266,33,67,0.51,0.47,0.51,0.5,0.5,0.47
C,val,0.357,0.6416,0.1672,0.7454,346,658,-0.00113,-0.02248,33,67,0.51,0.47,0.51,0.5,0.5,0.48
C,val,0.3568,0.6416,0.1669,0.7684,346,689,-0.00113,-0.02249,33,67,0.51,0.47,0.51,0.5,0.5,0.49
C,val,0.3515,0.6384,0.1603,0.6993,318,624,-0.00127,-0.02279,33,67,0.51,0.47,0.51,0.5,0.51,0.46
C,val,0.3532,0.6384,0.163,0.7097,318,638,-0.00127,-0.02266,33,67,0.51,0.47,0.51,0.5,0.51,0.47
C,val,0.3556,0.6384,0.1672,0.7246,318,658,-0.00127,-0.02248,33,67,0.51,0.47,0.51,0.5,0.51,0.48
C,val,0.3555,0.6384,0.1669,0.7476,318,689,-0.00127,-0.02249,33,67,0.51,0.47,0.51,0.5,0.51,0.49
C,val,0.3577,0.6384,0.1706,0.7669,318,715,-0.00127,-0.02232,33,67,0.51,0.47,0.51,0.5,0.51,0.5
C,val,0.3525,0.6409,0.1603,0.6845,298,624,-0.00116,-0.02279,33,67,0.51,0.47,0.51,0.5,0.52,0.46
C,val,0.3542,0.6409,0.163,0.6949,298,638,-0.00116,-0.02266,33,67,0.51,0.47,0.51,0.5,0.52,0.47
C,val,0.3567,0.6409,0.1672,0.7097,298,658,-0.00116,-0.02248,33,67,0.51,0.47,0.51,0.5,0.52,0.48
C,val,0.3565,0.6409,0.1669,0.7327,298,689,-0.00116,-0.02249,33,67,0.51,0.47,0.51,0.5,0.52,0.49
C,val,0.3588,0.6409,0.1706,0.752,298,715,-0.00116,-0.02232,33,67,0.51,0.47,0.51,0.5,0.52,0.5
C,val,0.354,0.6446,0.1603,0.6763,287,624,-0.00099,-0.02279,33,67,0.51,0.47,0.51,0.5,0.53,0.46
C,val,0.3556,0.6446,0.163,0.6867,287,638,-0.00099,-0.02266,33,67,0.51,0.47,0.51,0.5,0.53,0.47
C,val,0.3581,0.6446,0.1672,0.7016,287,658,-0.00099,-0.02248,33,67,0.51,0.47,0.51,0.5,0.53,0.48
C,val,0.358,0.6446,0.1669,0.7246,287,689,-0.00099,-0.02249,33,67,0.51,0.47,0.51,0.5,0.53,0.49
C,val,0.3602,0.6446,0.1706,0.7439,287,715,-0.00099,-0.02232,33,67,0.51,0.47,0.51,0.5,0.53,0.5
C,val,0.3585,0.6559,0.1603,0.6704,279,624,-0.00048,-0.02279,33,67,0.51,0.47,0.51,0.5,0.54,0.46
C,val,0.3602,0.6559,0.163,0.6808,279,638,-0.00048,-0.02266,33,67,0.51,0.47,0.51,0.5,0.54,0.47
C,val,0.3627,0.6559,0.1672,0.6956,279,658,-0.00048,-0.02248,33,67,0.51,0.47,0.51,0.5,0.54,0.48
C,val,0.3625,0.6559,0.1669,0.7186,279,689,-0.00048,-0.02249,33,67,0.51,0.47,0.51,0.5,0.54,0.49
C,val,0.3647,0.6559,0.1706,0.7379,279,715,-0.00048,-0.02232,33,67,0.51,0.47,0.51,0.5,0.54,0.5
C,val,0.3482,0.6358,0.1565,0.5739,313,460,-0.00139,-0.02296,33,67,0.51,0.47,0.52,0.46,0.5,0.46
C,val,0.3505,0.6358,0.1603,0.5843,313,474,-0.00139,-0.02278,33,67,0.51,0.47,0.52,0.46,0.5,0.47
C,val,0.3539,0.6358,0.166,0.5991,313,494,-0.00139,-0.02253,33,67,0.51,0.47,0.52,0.46,0.5,0.48
C,val,0.3537,0.6358,0.1657,0.6221,313,525,-0.00139,-0.02254,33,67,0.51,0.47,0.52,0.46,0.5,0.49
C,val,0.3465,0.6316,0.1565,0.5531,285,460,-0.00158,-0.02296,33,67,0.51,0.47,0.52,0.46,0.51,0.46
C,val,0.3488,0.6316,0.1603,0.5635,285,474,-0.00158,-0.02278,33,67,0.51,0.47,0.52,0.46,0.51,0.47
C,val,0.3522,0.6316,0.166,0.5783,285,494,-0.00158,-0.02253,33,67,0.51,0.47,0.52,0.46,0.51,0.48
C,val,0.3521,0.6316,0.1657,0.6013,285,525,-0.00158,-0.02254,33,67,0.51,0.47,0.52,0.46,0.51,0.49
C,val,0.355,0.6316,0.1706,0.6206,285,551,-0.00158,-0.02232,33,67,0.51,0.47,0.52,0.46,0.51,0.5
C,val,0.3475,0.634,0.1565,0.5382,265,460,-0.00147,-0.02296,33,67,0.51,0.47,0.52,0.46,0.52,0.46
C,val,0.3498,0.634,0.1603,0.5486,265,474,-0.00147,-0.02278,33,67,0.51,0.47,0.52,0.46,0.52,0.47
C,val,0.3532,0.634,0.166,0.5635,265,494,-0.00147,-0.02253,33,67,0.51,0.47,0.52,0.46,0.52,0.48
C,val,0.353,0.634,0.1657,0.5865,265,525,-0.00147,-0.02254,33,67,0.51,0.47,0.52,0.46,0.52,0.49
C,val,0.3559,0.634,0.1706,0.6058,265,551,-0.00147,-0.02232,33,67,0.51,0.47,0.52,0.46,0.52,0.5
C,val,0.349,0.6378,0.1565,0.5301,254,460,-0.0013,-0.02296,33,67,0.51,0.47,0.52,0.46,0.53,0.46
C,val,0.3513,0.6378,0.1603,0.5405,254,474,-0.0013,-0.02278,33,67,0.51,0.47,0.52,0.46,0.53,0.47
C,val,0.3547,0.6378,0.166,0.5553,254,494,-0.0013,-0.02253,33,67,0.51,0.47,0.52,0.46,0.53,0.48
C,val,0.3545,0.6378,0.1657,0.5783,254,525,-0.0013,-0.02254,33,67,0.51,0.47,0.52,0.46,0.53,0.49
C,val,0.3575,0.6378,0.1706,0.5976,254,551,-0.0013,-0.02232,33,67,0.51,0.47,0.52,0.46,0.53,0.5
C,val,0.3541,0.6504,0.1565,0.5241,246,460,-0.00073,-0.02296,33,67,0.51,0.47,0.52,0.46,0.54,0.46
C,val,0.3564,0.6504,0.1603,0.5345,246,474,-0.00073,-0.02278,33,67,0.51,0.47,0.52,0.46,0.54,0.47
C,val,0.3598,0.6504,0.166,0.5494,246,494,-0.00073,-0.02253,33,67,0.51,0.47,0.52,0.46,0.54,0.48
C,val,0.3596,0.6504,0.1657,0.5724,246,525,-0.00073,-0.02254,33,67,0.51,0.47,0.52,0.46,0.54,0.49
C,val,0.3625,0.6504,0.1706,0.5917,246,551,-0.00073,-0.02232,33,67,0.51,0.47,0.52,0.46,0.54,0.5
C,val,0.3496,0.6358,0.1587,0.6065,313,504,-0.00139,-0.02286,33,67,0.51,0.47,0.52,0.47,0.5,0.46
C,val,0.3516,0.6358,0.1622,0.6169,313,518,-0.00139,-0.0227,33,67,0.51,0.47,0.52,0.47,0.5,0.47
C,val,0.3547,0.6358,0.1673,0.6318,313,538,-0.00139,-0.02247,33,67,0.51,0.47,0.52,0.47,0.5,0.48
C,val,0.3545,0.6358,0.167,0.6548,313,569,-0.00139,-0.02249,33,67,0.51,0.47,0.52,0.47,0.5,0.49
C,val,0.3479,0.6316,0.1587,0.5857,285,504,-0.00158,-0.02286,33,67,0.51,0.47,0.52,0.47,0.51,0.46
C,val,0.3499,0.6316,0.1622,0.5961,285,518,-0.00158,-0.0227,33,67,0.51,0.47,0.52,0.47,0.51,0.47
C,val,0.353,0.6316,0.1673,0.611,285,538,-0.00158,-0.02247,33,67,0.51,0.47,0.52,0.47,0.51,0.48
C,val,0.3528,0.6316,0.167,0.634,285,569,-0.00158,-0.02249,33,67,0.51,0.47,0.52,0.47,0.51,0.49
C,val,0.3555,0.6316,0.1714,0.6533,285,595,-0.00158,-0.02229,33,67,0.51,0.47,0.52,0.47,0.51,0.5
C,val,0.3488,0.634,0.1587,0.5709,265,504,-0.00147,-0.02286,33,67,0.51,0.47,0.52,0.47,0.52,0.46
C,val,0.3509,0.634,0.1622,0.5813,265,518,-0.00147,-0.0227,33,67,0.51,0.47,0.52,0.47,0.52,0.47
C,val,0.354,0.634,0.1673,0.5961,265,538,-0.00147,-0.02247,33,67,0.51,0.47,0.52,0.47,0.52,0.48
C,val,0.3538,0.634,0.167,0.6192,265,569,-0.00147,-0.02249,33,67,0.51,0.47,0.52,0.47,0.52,0.49
C,val,0.3564,0.634,0.1714,0.6385,265,595,-0.00147,-0.02229,33,67,0.51,0.47,0.52,0.47,0.52,0.5
C,val,0.3504,0.6378,0.1587,0.5627,254,504,-0.0013,-0.02286,33,67,0.51,0.47,0.52,0.47,0.53,0.46
C,val,0.3524,0.6378,0.1622,0.5731,254,518,-0.0013,-0.0227,33,67,0.51,0.47,0.52,0.47,0.53,0.47
C,val,0.3555,0.6378,0.1673,0.588,254,538,-0.0013,-0.02247,33,67,0.51,0.47,0.52,0.47,0.53,0.48
C,val,0.3553,0.6378,0.167,0.611,254,569,-0.0013,-0.02249,33,67,0.51,0.47,0.52,0.47,0.53,0.49
C,val,0.358,0.6378,0.1714,0.6303,254,595,-0.0013,-0.02229,33,67,0.51,0.47,0.52,0.47,0.53,0.5
C,val,0.3554,0.6504,0.1587,0.5568,246,504,-0.00073,-0.02286,33,67,0.51,0.47,0.52,0.47,0.54,0.46
C,val,0.3575,0.6504,0.1622,0.5672,246,518,-0.00073,-0.0227,33,67,0.51,0.47,0.52,0.47,0.54,0.47
C,val,0.3605,0.6504,0.1673,0.582,246,538,-0.00073,-0.02247,33,67,0.51,0.47,0.52,0.47,0.54,0.48
C,val,0.3603,0.6504,0.167,0.605,246,569,-0.00073,-0.02249,33,67,0.51,0.47,0.52,0.47,0.54,0.49
C,val,0.363,0.6504,0.1714,0.6244,246,595,-0.00073,-0.02229,33,67,0.51,0.47,0.52,0.47,0.54,0.5
C,val,0.3514,0.6358,0.1618,0.6407,313,550,-0.00139,-0.02272,33,67,0.51,0.47,0.52,0.48,0.5,0.46
C,val,0.3532,0.6358,0.1649,0.6511,313,564,-0.00139,-0.02258,33,67,0.51,0.47,0.52,0.48,0.5,0.47
C,val,0.356,0.6358,0.1695,0.6659,313,584,-0.00139,-0.02237,33,67,0.51,0.47,0.52,0.48,0.5,0.48
C,val,0.3558,0.6358,0.1691,0.6889,313,615,-0.00139,-0.02239,33,67,0.51,0.47,0.52,0.48,0.5,0.49
C,val,0.3497,0.6316,0.1618,0.6199,285,550,-0.00158,-0.02272,33,67,0.51,0.47,0.52,0.48,0.51,0.46
C,val,0.3516,0.6316,0.1649,0.6303,285,564,-0.00158,-0.02258,33,67,0.51,0.47,0.52,0.48,0.51,0.47
C,val,0.3543,0.6316,0.1695,0.6451,285,584,-0.00158,-0.02237,33,67,0.51,0.47,0.52,0.48,0.51,0.48
C,val,0.3541,0.6316,0.1691,0.6682,285,615,-0.00158,-0.02239,33,67,0.51,0.47,0.52,0.48,0.51,0.49
C,val,0.3565,0.6316,0.1732,0.6875,285,641,-0.00158,-0.02221,33,67,0.51,0.47,0.52,0.48,0.51,0.5
C,val,0.3507,0.634,0.1618,0.605,265,550,-0.00147,-0.02272,33,67,0.51,0.47,0.52,0.48,0.52,0.46
C,val,0.3525,0.634,0.1649,0.6154,265,564,-0.00147,-0.02258,33,67,0.51,0.47,0.52,0.48,0.52,0.47
C,val,0.3553,0.634,0.1695,0.6303,265,584,-0.00147,-0.02237,33,67,0.51,0.47,0.52,0.48,0.52,0.48
C,val,0.355,0.634,0.1691,0.6533,265,615,-0.00147,-0.02239,33,67,0.51,0.47,0.52,0.48,0.52,0.49
C,val,0.3575,0.634,0.1732,0.6726,265,641,-0.00147,-0.02221,33,67,0.51,0.47,0.52,0.48,0.52,0.5
C,val,0.3522,0.6378,0.1618,0.5969,254,550,-0.0013,-0.02272,33,67,0.51,0.47,0.52,0.48,0.53,0.46
C,val,0.3541,0.6378,0.1649,0.6073,254,564,-0.0013,-0.02258,33,67,0.51,0.47,0.52,0.48,0.53,0.47
C,val,0.3568,0.6378,0.1695,0.6221,254,584,-0.0013,-0.02237,33,67,0.51,0.47,0.52,0.48,0.53,0.48
C,val,0.3566,0.6378,0.1691,0.6451,254,615,-0.0013,-0.02239,33,67,0.51,0.47,0.52,0.48,0.53,0.49
C,val,0.359,0.6378,0.1732,0.6644,254,641,-0.0013,-0.02221,33,67,0.51,0.47,0.52,0.48,0.53,0.5
C,val,0.3573,0.6504,0.1618,0.5909,246,550,-0.00073,-0.02272,33,67,0.51,0.47,0.52,0.48,0.54,0.46
C,val,0.3591,0.6504,0.1649,0.6013,246,564,-0.00073,-0.02258,33,67,0.51,0.47,0.52,0.48,0.54,0.47
C,val,0.3619,0.6504,0.1695,0.6162,246,584,-0.00073,-0.02237,33,67,0.51,0.47,0.52,0.48,0.54,0.48
C,val,0.3616,0.6504,0.1691,0.6392,246,615,-0.00073,-0.02239,33,67,0.51,0.47,0.52,0.48,0.54,0.49
C,val,0.3641,0.6504,0.1732,0.6585,246,641,-0.00073,-0.02221,33,67,0.51,0.47,0.52,0.48,0.54,0.5
C,val,0.349,0.6358,0.1578,0.6652,313,583,-0.00139,-0.0229,33,67,0.51,0.47,0.52,0.49,0.5,0.46
C,val,0.3508,0.6358,0.1608,0.6756,313,597,-0.00139,-0.02276,33,67,0.51,0.47,0.52,0.49,0.5,0.47
C,val,0.3535,0.6358,0.1653,0.6904,313,617,-0.00139,-0.02256,33,67,0.51,0.47,0.52,0.49,0.5,0.48
C,val,0.3534,0.6358,0.1651,0.7134,313,648,-0.00139,-0.02257,33,67,0.51,0.47,0.52,0.49,0.5,0.49
C,val,0.3473,0.6316,0.1578,0.6444,285,583,-0.00158,-0.0229,33,67,0.51,0.47,0.52,0.49,0.51,0.46
C,val,0.3491,0.6316,0.1608,0.6548,285,597,-0.00158,-0.02276,33,67,0.51,0.47,0.52,0.49,0.51,0.47
C,val,0.3518,0.6316,0.1653,0.6696,285,617,-0.00158,-0.02256,33,67,0.51,0.47,0.52,0.49,0.51,0.48
C,val,0.3517,0.6316,0.1651,0.6927,285,648,-0.00158,-0.02257,33,67,0.51,0.47,0.52,0.49,0.51,0.49
C,val,0.3541,0.6316,0.1691,0.712,285,674,-0.00158,-0.02239,33,67,0.51,0.47,0.52,0.49,0.51,0.5
C,val,0.3483,0.634,0.1578,0.6295,265,583,-0.00147,-0.0229,33,67,0.51,0.47,0.52,0.49,0.52,0.46
C,val,0.3501,0.634,0.1608,0.6399,265,597,-0.00147,-0.02276,33,67,0.51,0.47,0.52,0.49,0.52,0.47
C,val,0.3528,0.634,0.1653,0.6548,265,617,-0.00147,-0.02256,33,67,0.51,0.47,0.52,0.49,0.52,0.48
C,val,0.3527,0.634,0.1651,0.6778,265,648,-0.00147,-0.02257,33,67,0.51,0.47,0.52,0.49,0.52,0.49
C,val,0.3551,0.634,0.1691,0.6971,265,674,-0.00147,-0.02239,33,67,0.51,0.47,0.52,0.49,0.52,0.5
C,val,0.3498,0.6378,0.1578,0.6214,254,583,-0.0013,-0.0229,33,67,0.51,0.47,0.52,0.49,0.53,0.46
C,val,0.3516,0.6378,0.1608,0.6318,254,597,-0.0013,-0.02276,33,67,0.51,0.47,0.52,0.49,0.53,0.47
C,val,0.3543,0.6378,0.1653,0.6466,254,617,-0.0013,-0.02256,33,67,0.51,0.47,0.52,0.49,0.53,0.48
C,val,0.3542,0.6378,0.1651,0.6696,254,648,-0.0013,-0.02257,33,67,0.51,0.47,0.52,0.49,0.53,0.49
C,val,0.3566,0.6378,0.1691,0.6889,254,674,-0.0013,-0.02239,33,67,0.51,0.47,0.52,0.49,0.53,0.5
C,val,0.3548,0.6504,0.1578,0.6154,246,583,-0.00073,-0.0229,33,67,0.51,0.47,0.52,0.49,0.54,0.46
C,val,0.3566,0.6504,0.1608,0.6258,246,597,-0.00073,-0.02276,33,67,0.51,0.47,0.52,0.49,0.54,0.47
C,val,0.3594,0.6504,0.1653,0.6407,246,617,-0.00073,-0.02256,33,67,0.51,0.47,0.52,0.49,0.54,0.48
C,val,0.3592,0.6504,0.1651,0.6637,246,648,-0.00073,-0.02257,33,67,0.51,0.47,0.52,0.49,0.54,0.49
C,val,0.3616,0.6504,0.1691,0.683,246,674,-0.00073,-0.02239,33,67,0.51,0.47,0.52,0.49,0.54,0.5
C,val,0.3505,0.6358,0.1603,0.6956,313,624,-0.00139,-0.02279,33,67,0.51,0.47,0.52,0.5,0.5,0.46
C,val,0.3521,0.6358,0.163,0.706,313,638,-0.00139,-0.02266,33,67,0.51,0.47,0.52,0.5,0.5,0.47
C,val,0.3546,0.6358,0.1672,0.7209,313,658,-0.00139,-0.02248,33,67,0.51,0.47,0.52,0.5,0.5,0.48
C,val,0.3545,0.6358,0.1669,0.7439,313,689,-0.00139,-0.02249,33,67,0.51,0.47,0.52,0.5,0.5,0.49
C,val,0.3488,0.6316,0.1603,0.6748,285,624,-0.00158,-0.02279,33,67,0.51,0.47,0.52,0.5,0.51,0.46
C,val,0.3504,0.6316,0.163,0.6852,285,638,-0.00158,-0.02266,33,67,0.51,0.47,0.52,0.5,0.51,0.47
C,val,0.3529,0.6316,0.1672,0.7001,285,658,-0.00158,-0.02248,33,67,0.51,0.47,0.52,0.5,0.51,0.48
C,val,0.3528,0.6316,0.1669,0.7231,285,689,-0.00158,-0.02249,33,67,0.51,0.47,0.52,0.5,0.51,0.49
C,val,0.355,0.6316,0.1706,0.7424,285,715,-0.00158,-0.02232,33,67,0.51,0.47,0.52,0.5,0.51,0.5
C,val,0.3497,0.634,0.1603,0.66,265,624,-0.00147,-0.02279,33,67,0.51,0.47,0.52,0.5,0.52,0.46
C,val,0.3514,0.634,0.163,0.6704,265,638,-0.00147,-0.02266,33,67,0.51,0.47,0.52,0.5,0.52,0.47
C,val,0.3539,0.634,0.1672,0.6852,265,658,-0.00147,-0.02248,33,67,0.51,0.47,0.52,0.5,0.52,0.48
C,val,0.3537,0.634,0.1669,0.7082,265,689,-0.00147,-0.02249,33,67,0.51,0.47,0.52,0.5,0.52,0.49
C,val,0.356,0.634,0.1706,0.7275,265,715,-0.00147,-0.02232,33,67,0.51,0.47,0.52,0.5,0.52,0.5
C,val,0.3513,0.6378,0.1603,0.6518,254,624,-0.0013,-0.02279,33,67,0.51,0.47,0.52,0.5,0.53,0.46
C,val,0.3529,0.6378,0.163,0.6622,254,638,-0.0013,-0.02266,33,67,0.51,0.47,0.52,0.5,0.53,0.47
C,val,0.3554,0.6378,0.1672,0.6771,254,658,-0.0013,-0.02248,33,67,0.51,0.47,0.52,0.5,0.53,0.48
C,val,0.3553,0.6378,0.1669,0.7001,254,689,-0.0013,-0.02249,33,67,0.51,0.47,0.52,0.5,0.53,0.49
C,val,0.3575,0.6378,0.1706,0.7194,254,715,-0.0013,-0.02232,33,67,0.51,0.47,0.52,0.5,0.53,0.5
C,val,0.3563,0.6504,0.1603,0.6459,246,624,-0.00073,-0.02279,33,67,0.51,0.47,0.52,0.5,0.54,0.46
C,val,0.358,0.6504,0.163,0.6563,246,638,-0.00073,-0.02266,33,67,0.51,0.47,0.52,0.5,0.54,0.47
C,val,0.3605,0.6504,0.1672,0.6711,246,658,-0.00073,-0.02248,33,67,0.51,0.47,0.52,0.5,0.54,0.48
C,val,0.3603,0.6504,0.1669,0.6941,246,689,-0.00073,-0.02249,33,67,0.51,0.47,0.52,0.5,0.54,0.49
C,val,0.3625,0.6504,0.1706,0.7134,246,715,-0.00073,-0.02232,33,67,0.51,0.47,0.52,0.5,0.54,0.5
C,val,0.3541,0.6505,0.1565,0.5561,289,460,-0.00073,-0.02296,33,67,0.51,0.47,0.53,0.46,0.5,0.46
C,val,0.3564,0.6505,0.1603,0.5664,289,474,-0.00073,-0.02278,33,67,0.51,0.47,0.53,0.46,0.5,0.47
C,val,0.3598,0.6505,0.166,0.5813,289,494,-0.00073,-0.02253,33,67,0.51,0.47,0.53,0.46,0.5,0.48
C,val,0.3596,0.6505,0.1657,0.6043,289,525,-0.00073,-0.02254,33,67,0.51,0.47,0.53,0.46,0.5,0.49
C,val,0.3529,0.6475,0.1565,0.5353,261,460,-0.00086,-0.02296,33,67,0.51,0.47,0.53,0.46,0.51,0.46
C,val,0.3552,0.6475,0.1603,0.5457,261,474,-0.00086,-0.02278,33,67,0.51,0.47,0.53,0.46,0.51,0.47
C,val,0.3586,0.6475,0.166,0.5605,261,494,-0.00086,-0.02253,33,67,0.51,0.47,0.53,0.46,0.51,0.48
C,val,0.3584,0.6475,0.1657,0.5835,261,525,-0.00086,-0.02254,33,67,0.51,0.47,0.53,0.46,0.51,0.49
C,val,0.3614,0.6475,0.1706,0.6028,261,551,-0.00086,-0.02232,33,67,0.51,0.47,0.53,0.46,0.51,0.5
C,val,0.3545,0.6515,0.1565,0.5204,241,460,-0.00068,-0.02296,33,67,0.51,0.47,0.53,0.46,0.52,0.46
C,val,0.3568,0.6515,0.1603,0.5308,241,474,-0.00068,-0.02278,33,67,0.51,0.47,0.53,0.46,0.52,0.47
C,val,0.3602,0.6515,0.166,0.5457,241,494,-0.00068,-0.02253,33,67,0.51,0.47,0.53,0.46,0.52,0.48
C,val,0.36,0.6515,0.1657,0.5687,241,525,-0.00068,-0.02254,33,67,0.51,0.47,0.53,0.46,0.52,0.49
C,val,0.3629,0.6515,0.1706,0.588,241,551,-0.00068,-0.02232,33,67,0.51,0.47,0.53,0.46,0.52,0.5
C,val,0.3565,0.6565,0.1565,0.5122,230,460,-0.00046,-0.02296,33,67,0.51,0.47,0.53,0.46,0.53,0.46
C,val,0.3588,0.6565,0.1603,0.5226,230,474,-0.00046,-0.02278,33,67,0.51,0.47,0.53,0.46,0.53,0.47
C,val,0.3622,0.6565,0.166,0.5375,230,494,-0.00046,-0.02253,33,67,0.51,0.47,0.53,0.46,0.53,0.48
C,val,0.362,0.6565,0.1657,0.5605,230,525,-0.00046,-0.02254,33,67,0.51,0.47,0.53,0.46,0.53,0.49
C,val,0.365,0.6565,0.1706,0.5798,230,551,-0.00046,-0.02232,33,67,0.51,0.47,0.53,0.46,0.53,0.5
